,actively_hiring,Type_of_job,company_name,location,salary,experience
2949,,Tele Sales Executive,Realty Smartz,Gurgaon,₹  2 LPA,0-2 years
2950,,Social Media Marketing Specialist,Bollyfreaks,Mumbai,₹  2 - 2.5 LPA,0-2 years
2951,,Junior Software Application Tester,Phoenix Ed,Kolkata,₹  2 - 2.1 LPA,0-2 years
2952,,Data Science Technical Trainer,Allsoft Solutions And Service Private Limited,Delhi,₹  2 - 5 LPA,0-5 years
2953,,Education Counselor (Sales),Dot Net Tricks,Work from home,₹  2 - 3 LPA,0-2 years
2954,,Field Sales Executive,Lorin Corporate HR Solutions Private Limited,Mumbai,₹  6 LPA,0-5 years
2955,,Client Service Associate,Gourmaison,Mumbai,₹  3 - 4 LPA,0-2 years
2956,,Full Stack Developer,Aspirehive,Mysuru,₹  2.5 - 3 LPA,0-2 years
2957,,English Language Trainer,The Language X,Work from home,₹  2 - 2.1 LPA,0-2 years
2958,,Business Development Executive,TRS Industries LLP,Greater Noida,₹  2 - 2.5 LPA,0-2 years
2959,,Graphic Designer,Walking Frames Productions,Noida,₹  2.1 - 2.7 LPA,0-2 years
2960,,Graphic Designer,NRGY PLUS,Work from home,₹  2 - 2.2 LPA,0-2 years
2961,,Accounts Executive,Abaven EduTech Private Limited,Mumbai,₹  3 - 4 LPA,0-2 years
2962,,Customer Acquisition Executive (Malayalam),Ownline Technologies Private Limited,Bangalore,₹  2 LPA,0-2 years
2963,,Client Relationship Executive,Wizar Learning Solutions Private Limited,Delhi,₹  2 - 3 LPA,0-2 years
2964,1.0,Sales Executive,Pataaree Studios Private Limited,Chandigarh,₹  2 - 3 LPA,0-2 years
2965,,Lyricist,Aesthetic Greyt Designs Private Limited,Jaipur,₹  2 - 3.5 LPA,0-2 years
2966,,Graphics Design,V&M,Manesar,₹  2 - 4 LPA,0-2 years
2967,1.0,Business Development Associate,So Delhi,Gurgaon,₹  3 - 5 LPA,0-5 years
2968,,Operations Executive (Insurance),CENTOMINT FINSERV,Gurgaon,₹  2 - 2.1 LPA,0-2 years
2969,,Field Sales Executive,Online Savaari Pvt Ltd,Ahmedabad,₹  2 LPA,0-2 years
2970,,Civil Engineer,Biltrax Construction Data,Thane,₹  2 - 2.5 LPA,0-2 years
2971,,Telecaller,Smart Moves,Mumbai,₹  3 LPA,0-2 years
2972,,Junior Lawyer,Aneesh Mittal,Delhi,₹  2 - 2.4 LPA,0-2 years
2973,,Counselor,Global Reach,Bangalore,₹  2 LPA,0-2 years
2974,,Junior Graphic Designer,InspireOne Consultants,Delhi,₹  2.1 - 2.5 LPA,0-2 years
2975,,Digital Marketing Executive,Sizzling Career Solutions Private Limited,Delhi,₹  2 - 3 LPA,0-2 years
2976,,Business Development Executive,Gadget Protect,Chennai,₹  2 - 3.5 LPA,0-2 years
2977,,Business Development Executive,Digithoughts Solutions,Mumbai,₹  3 - 4.2 LPA,0-2 years
2978,,Executive Assistant To CEO Office,Lotus Interworks,Work from home,₹  5 - 10 LPA,0-5 years
2979,,Machine Designer,NITK Surathkal,Mangaluru,₹  3 - 3.6 LPA,0-2 years
2980,,Motion/Graphic Designer,Push Protocol,Work from home,₹  2.4 - 3.6 LPA,0-2 years
2981,,Human Resources (HR) Associate,Market Research Future Pvt. Ltd.,Pune,₹  2 - 2.5 LPA,0-2 years
2982,,Business Development Executive,Whispering Shouts,Gurgaon,₹  2 - 6 LPA,0-5 years
2983,,Architect,I'm Design,Gurgaon,₹  2.64 - 3 LPA,0-2 years
2984,,Software Development Engineer In Test,TestVagrant Technologies,Bangalore,₹  4 - 5 LPA,0-5 years
2985,,Junior Social Media Marketing Specialist,DAV Institute Of Engineering & Technology (DAVIET),Jalandhar,₹  2 - 2.2 LPA,0-2 years
2986,,Corporate Sales Executive,The Third Eye Films,Bangalore,₹  4 - 5 LPA,0-5 years
2987,,Interior Designer,Sunil  Ugale,Thane,₹  2 - 3 LPA,0-2 years
2988,1.0,Software Engineer (Backend),MiM-Essay,Delhi,₹  4 - 5 LPA,0-5 years
2989,,Site Engineer,Genix Constructions,Noida,₹  2 - 2.5 LPA,0-2 years
2990,,Graphic Designer,ArchiTising Private Limited,Delhi,₹  2 - 3 LPA,0-2 years
2991,,Associate Creative Writer,Megha Sharma,Work from home,₹  2 - 3 LPA,0-2 years
2992,,Solution Consultant,Symmetric Consultancy Services,Chennai,₹  2 - 2.5 LPA,0-2 years
2993,,Business Development Executive,F-GRADE GLOBAL SERVICES PRIVATE LIMITED,Hyderabad,₹  4.6 - 5 LPA,0-5 years
2994,,Business Analyst,Raspil Private Limited,Gurgaon,₹  4 - 6 LPA,0-5 years
2995,,Graphic Designer,Nihal Software,Gurgaon,₹  2 - 2.5 LPA,0-2 years
2996,,Senior Telecaller,InteliGenes Technologies,Delhi,₹  2 - 3 LPA,0-2 years
2997,,Performance Marketing,Bebaak Studio,Work from home,₹  2 - 3 LPA,0-2 years
2998,,Business Development Executive,BYJU's,Gurgaon,₹  2.8 LPA,0-2 years
2999,1.0,Inisde Sales Cum Dispatch Executive,Rex Global Fashion,Mumbai,₹  2 LPA,0-2 years
3000,,Content Writer,FYI Creative Marketing Private Limited,Mumbai,₹  2 - 3 LPA,0-2 years
3001,,Accountant,Classic Steels,Mumbai,₹  2 - 2.4 LPA,0-2 years
3002,,Admission Counselor,Hranker,Delhi,₹  2.5 - 6 LPA,0-5 years
3003,1.0,Customer Support & Operations Executive,ICarry,Work from home,₹  2 - 2.01 LPA,0-2 years
3004,,Graphic Designer,Kreafinery Digital Lab,Ahmedabad,₹  2 - 2.5 LPA,0-2 years
3005,1.0,Angular.js Developer,Lattice Innovations Private Limited,Delhi,₹  4.2 LPA,0-2 years
3006,,Junior Search Engine Optimization (SEO) Executive,Avega,Mumbai,₹  2 - 2.1 LPA,0-2 years
3007,,Financial Analyst,Cenit Advisory Private Limited,Noida,₹  2 - 3 LPA,0-2 years
3008,,Junior Telecaller,Creative Keedas Private Limited,Ahmedabad,₹  2 - 2.5 LPA,0-2 years
3009,,Corporate Sales Executive,QCS Communication Technologies Private Limited,Bangalore,₹  2 LPA,0-2 years
3010,,Accounts Assistant,Farid Consultants,Bangalore,₹  2 - 2.4 LPA,0-2 years
3011,,Customer Support Executive,Squarcell Resource India Private Limited,Mumbai,₹  2 - 3 LPA,0-2 years
3012,,Human Resources Operations Executive,Landmark Insurance Brokers Private Limited,Mumbai,₹  2 - 2.1 LPA,0-2 years
3013,,Assistant Growth Manager - Sales,GHARPAYY,Bangalore,₹  3.3 - 3.6 LPA,0-2 years
3014,1.0,Business Video Essay Writer,Feardog Music,Work from home,₹  2 - 2.5 LPA,0-2 years
3015,,Field Sales Associate,Ethernet Corporation Private Limited,Gurgaon,₹  2.4 - 3.6 LPA,0-2 years
3016,,Associate Recruiter,AICS Consultancy Service Private Limited,Noida,₹  2 - 6 LPA,0-5 years
3017,,Client Service Manager,OMEGA Productions,Delhi,₹  2 - 3 LPA,0-2 years
3018,1.0,Website Developer,Younoh Media,Mumbai,₹  2 - 2.16 LPA,0-2 years
3019,,Business Development Executive,MSME Strategy Consultants,Delhi,₹  2 - 4 LPA,0-2 years
3020,,Business Development Executive,Caudate Technologies Private Limited,Thane,₹  2.5 - 3 LPA,0-2 years
3021,,Event Associate,ANC Events,Ahmedabad,₹  2 - 2.5 LPA,0-2 years
3022,1.0,Corporate Sales Executive,QuickMove Technologies,Bangalore,₹  2 - 2.5 LPA,0-2 years
3023,,HR Recruiter,TalentHome Solutions LLP,Mumbai,₹  2 LPA,0-2 years
3024,,Business Development Associate,BYJU's,Work from home,₹  4 - 7 LPA,0-5 years
3025,1.0,Sales Engineer,Diya Industrial Technologies Private Limited,Jamshedpur,₹  2 - 4 LPA,0-2 years
3026,,Android Developer,Riseup Infotech,Surat,₹  2 LPA,0-2 years
3027,,Business Development Executive,Olus Infomatics,Gurgaon,₹  2.4 - 4.5 LPA,0-2 years
3028,1.0,Graphic Designer Cum Video Editor,Nrich Learning,Work from home,₹  2 LPA,0-2 years
3029,,Risk Executive,Propelld,Bangalore,₹  3 - 3.5 LPA,0-2 years
3030,,Sales Executive,Toys And Tales,Hyderabad,₹  2 - 2.1 LPA,0-2 years
3031,,Sales & Business Development Executive,Fintech Global Center,Delhi,₹  2 - 2.5 LPA,0-2 years
3032,,Tele Councellor,Smart Levo Innovation,Delhi,₹  2 - 2.5 LPA,0-2 years
3033,,Assistant Manager,Aye Jude Private Limited,Bangalore,₹  2 LPA,0-2 years
3034,1.0,Business Development Executive,Javeri Tubes Private Limited,Chennai,₹  2.4 - 3 LPA,0-2 years
3035,1.0,Insurance Team Leader (Retail Partner),Agni Rural Welfare Society,Kolkata,₹  2.28 - 5.04 LPA,0-5 years
3036,,Business Development Executive,GHARPAYY,Bangalore,₹  2.5 LPA,0-2 years
3037,1.0,Associate Content Developer (English),Gigde Global Solutions Private Limited,Ghaziabad,₹  3 - 4 LPA,0-2 years
3038,1.0,Property Manager,Simplease,Mumbai,₹  3.6 - 6 LPA,0-5 years
3039,,Client Acquisition Associate,Great Place To Work,Mumbai,₹  5 - 6 LPA,0-5 years
3040,,Telecaller,Institute Of Management Studies Noida,Ghaziabad,₹  2 - 4 LPA,0-2 years
3041,1.0,Sales Manager,Tesseract Marketing Company,Bangalore,₹  2.16 - 2.4 LPA,0-2 years
3042,1.0,Recruiter,Onion Insights,Mumbai,₹  2.53 - 2.54 LPA,0-2 years
3043,1.0,Quality Check Associate,Onion Insights,Mumbai,₹  2.53 - 2.54 LPA,0-2 years
3044,1.0,Junior Financial Officer,WeMakeScholars,Secunderabad,₹  3 - 3.7 LPA,0-2 years
3045,1.0,Operations Associate,Onion Insights,Mumbai,₹  2.53 - 2.54 LPA,0-2 years
3046,,Customer Service Executive,4Phase Media,Delhi,₹  2 - 2.2 LPA,0-2 years
3047,1.0,Business Development Executive,The PetChef,Mumbai,₹  3.6 - 4.8 LPA,0-2 years
3048,1.0,Python Developer & Technical Writer,Education Culture Private Limited,Ludhiana,₹  2.4 - 3.6 LPA,0-2 years
3049,1.0,Network Marketing Executive,Talent Corner HR Services,Mumbai,₹  2 - 5 LPA,0-5 years
3050,1.0,Junior Corporate Sales Associate,SND DIGITAL RETAILS LLP (StarAndDaisy),Ghaziabad,₹  2.1 - 2.4 LPA,0-2 years
3051,1.0,Business Development Executive,Benepik,Gurgaon,₹  3 - 4.5 LPA,0-2 years
3052,1.0,Inside Sales Executive,Ookam Technology Services Private Limited,Chennai,₹  2 - 2.5 LPA,0-2 years
3053,1.0,Sales Officer,Ookam Technology Services Private Limited,Chennai,₹  2 - 2.5 LPA,0-2 years
3054,1.0,Marketing Management Executive,Ookam Technology Services Private Limited,Chennai,₹  2 - 2.5 LPA,0-2 years
3055,,Process Associate,Eminenture Private Limited,Faridabad,₹  2 LPA,0-2 years
3056,1.0,Digital Marketing Manager,Berkshire Media Private Limited,Mumbai,₹  4 - 5 LPA,0-5 years
3057,1.0,Business Development Executive (On-field Sales),Educase India,Hyderabad,₹  2 - 3 LPA,0-2 years
3058,,Telecaller Counseller,Lucent Technologies Private Limited,Gurgaon,₹  2 - 2.7 LPA,0-2 years
3059,,Care Coordinator Associate,Pristyn Care,Gurgaon,₹  3 - 5 LPA,0-5 years
3060,,Fundraising Officer,Happy Faces By Unique Staffing Services And Consultant,Delhi,₹  2 - 3 LPA,0-2 years
3061,,Mobile App Developer,Yuvamanthan By National Association For School Professionals,Delhi,₹  2 - 2.18 LPA,0-2 years
3062,1.0,Laravel Developer,Omikron Technologies Private Limited,Work from home,₹  3 LPA,0-2 years
3063,,Business Development Trainee,Educatter,Work from home,₹  3 - 4 LPA,0-2 years
3064,,Telecaller,FINTITUDE,Noida,₹  2 - 2.1 LPA,0-2 years
3065,1.0,Junior Finance Executive,Sportskeeda,Bangalore,₹  2 - 3 LPA,0-2 years
3066,,Donor Relations Executive,Agastya International Foundation,Bangalore,₹  3 - 6 LPA,0-5 years
3067,,Client Service Executive,Basil Leaf Creative,Mumbai,₹  2 LPA,0-2 years
3068,,Full Stack Developer,Mobifly,Gurgaon,₹  2.4 - 3.5 LPA,0-2 years
3069,,Junior Architect,Anurag Architectural Associates Private Limited,Varanasi,₹  2 LPA,0-2 years
3070,,Data Analytics Associate,Shree Hanuman Commodity And Securities Private Limited,Kolkata,₹  2.4 - 3.6 LPA,0-2 years
3071,,Customer Service Associate,SaaS Labs Incorporation,Work from home,₹  4 - 5 LPA,0-5 years
3072,,Call Centre Executive,Rani Savita Info Hub Private Limited,Work from home,₹  2 - 2.25 LPA,0-2 years
3073,1.0,Donor Relations Executive,Agastya International Foundation,Bangalore,₹  4 LPA,0-2 years
3074,1.0,Marketing Executive,V2XEL EDUTECH LLP,Bangalore,₹  5 - 10 LPA,0-5 years
3075,,Business Development Associate,BYJU'S The Learning App,Bangalore,₹  6 - 7 LPA,0-5 years
3076,,Business Development Associate,BYJU'S The Learning App,Chennai,₹  5 - 8 LPA,0-5 years
3077,,Python Developer,Blue Berry E-Services Private Limited,Noida,₹  2 LPA,0-2 years
3078,,Financial Market Analyst,Blue Berry E-Services Private Limited,Noida,₹  2 LPA,0-2 years
3079,,US IT Recruiter,mroads,Hyderabad,₹  2 - 2.5 LPA,0-2 years
3080,1.0,Executive - English Programs,Viacom 18 Media Private Limited,Mumbai,₹  3 - 4 LPA,0-2 years
3081,,Telecaller,IIRIS Consulting Services Private Limited,Gurgaon,₹  2.3 - 3 LPA,0-2 years
3082,,Field Sales Executive,Tenacious Techies,Surat,₹  3 - 5 LPA,0-5 years
3083,1.0,React.JS Developer,Omikron Technologies Private Limited,Work from home,₹  3 LPA,0-2 years
3084,1.0,TECHNICAL CONTENT WRITER,Omikron Technologies Private Limited,Work from home,₹  3.6 LPA,0-2 years
3085,,Business Development Associate - Gujarati,VerveSchool,Work from home,₹  4 - 5 LPA,0-5 years
3086,1.0,Social Media Marketing Specialist,Happie Hair,Mumbai,₹  2.16 - 2.4 LPA,0-2 years
3087,,Social Media Executive,The Real Project,Lucknow,₹  2 LPA,0-2 years
3088,,Executive - Accounts,MKRJ & CO.,Delhi,₹  2 - 3 LPA,0-2 years
3089,1.0,Pre-Sales Associate,Simplease,Gurgaon,₹  2 - 3 LPA,0-2 years
3090,1.0,Computer Teacher,Disha Skill Training Services,Ulhasnagar,₹  2 LPA,0-2 years
3091,,iOS App Developer,Webmobi,Work from home,₹  2 LPA,0-2 years
3092,,WordPress Developer,Elicus Technologies,Jaipur,₹  2 - 5 LPA,0-5 years
3093,1.0,HTML Developer,Busibud,Work from home,₹  3 - 4 LPA,0-2 years
3094,1.0,Trainee Lecturer,Knowledge Partners,Hyderabad,₹  3 - 6 LPA,0-5 years
3095,1.0,CA Subject Matter Expert (Account & Finance),Requin Solutions Private Limited,Jaipur,₹  2 - 2.5 LPA,0-2 years
3096,,Android App Developer,Webmobi,Work from home,₹  2 LPA,0-2 years
3097,,System Administrator,Neulife Nutrition India Private Limited,Work from home,₹  3 - 5 LPA,0-5 years
3098,,UI/UX Designer Trainee,SYMB Technologies,Kolkata,₹  3.5 - 4 LPA,0-2 years
3099,,Associate Accountant,Kuntalbij Engineers Private Limited,Mumbai,₹  2 - 2.5 LPA,0-2 years
3100,1.0,Entrepreneur In Residence - International Markets,Slaughter & Fox,Work from home,₹  10 - 15 LPA,0-5 years
3101,1.0,Busieness Development Trainee,Talent Corner HR Services,Mumbai,₹  2 - 4.8 LPA,0-2 years
3102,,Data Entry Executive,The Agency Source,Work from home,₹  2 - 2.1 LPA,0-2 years
3103,1.0,Virtual Executive Assistant,Slaughter & Fox,Work from home,₹  3 LPA,0-2 years
3104,1.0,Data Analytics Associate,Ganges Internationale Private Limited,Delhi,₹  2.5 - 3.5 LPA,0-2 years
3105,,EV Technical Trainer,DIYguru,Delhi,₹  2.64 - 3.24 LPA,0-2 years
3106,1.0,Embedded Systems Firmware Engineer,Zaptics Research,Noida,₹  4 - 7 LPA,0-5 years
3107,,Field Sales Executive,VIP HOUSING AND PROPERTIES,Chennai,₹  4 - 5.5 LPA,0-5 years
3108,,Receptionist,Sai Infocorp Solution,Nashik,₹  2 - 3 LPA,0-2 years
3109,1.0,Embedded Systems Specialist,Ganges Internationale Private Limited,Delhi,₹  3.5 - 4.5 LPA,0-2 years
3110,,Tellecaller,Global Discovery School,Work from home,₹  2 - 2.1 LPA,0-2 years
3111,,Corporate Sales Executive,Putatoe Solutions Private Limited,Gorakhpur,₹  2 - 2.1 LPA,0-2 years
3112,,Corporate Sales Executive,Legero Lighting,Noida,₹  2 - 2.5 LPA,0-2 years
3113,,Junior Web Developer,Dvg Soft,Jaipur,₹  2 - 3 LPA,0-2 years
3114,1.0,Faculty - Fashion Design,Cadence Academy,Ambikapur,₹  2 LPA,0-2 years
3115,,Accountant,IoTfy Solutions Private Limited,Delhi,₹  2.4 - 3 LPA,0-2 years
3116,1.0,Faculty - Interior Design,Cadence Academy,Ambikapur,₹  2 LPA,0-2 years
3117,,Business Development Associate,Indhan.Online,Bangalore,₹  3.6 - 4.5 LPA,0-2 years
3118,,Telecaller,Audi Mumbai West,Mumbai,₹  2.2 - 2.5 LPA,0-2 years
3119,,Busienss Development Trainee,Audi Mumbai West,Mumbai,₹  2.5 - 3 LPA,0-2 years
3120,,Project Manager,Kaholas,Delhi,₹  2.2 - 2.4 LPA,0-2 years
3121,1.0,Business Development Executive,Fingertipplus,Bangalore,₹  3 - 6 LPA,0-5 years
3122,1.0,Sales Development Representative,Terainium Private Limited,Hyderabad,₹  3.5 - 7 LPA,0-5 years
3123,1.0,Editorial Assistant,IJRDO Journal,Gurgaon,₹  2.5 - 3 LPA,0-2 years
3124,1.0,Audit Assistant,V A N S & Associates,Mumbai,₹  2 LPA,0-2 years
3125,,Operations In Travels,LOVELY AIR TRAVELS,Ahmedabad,₹  2 - 2.4 LPA,0-2 years
3126,1.0,Business Development Executive,Webbies,Kolkata,₹  2 - 2.5 LPA,0-2 years
3127,,Associate Web Developer,AtDrive,Work from home,₹  2 - 4 LPA,0-2 years
3128,,Content Strategist - YouTube,TBOF Foods Private Limited,Mumbai,₹  3 - 4 LPA,0-2 years
3129,,Human Resources (HR) Executive,Estrange Aurora,Work from home,₹  2 LPA,0-2 years
3130,,Restaurant Marketing Executive,Meen Satti,Chennai,₹  2.4 - 3 LPA,0-2 years
3131,,Sales Support Executive,Snatra Pharmaceuticals,Hyderabad,₹  2.1 - 3 LPA,0-2 years
3132,,Telecaller,BigShip,Dehradun,₹  2 LPA,0-2 years
3133,1.0,Digital Marketing Associate,Akash Advisors Private Limited,Delhi,₹  2 - 2.4 LPA,0-2 years
3134,,Business Development Executive,Career Launcher,Agra,₹  2 - 3.6 LPA,0-2 years
3135,,Assistant Operations Manager,Right Holiday Technologies Private Limited,Delhi,₹  3 - 4 LPA,0-2 years
3136,,Customer Care Executive,Home Revise Education Private Limited,Thane,₹  2 - 2.5 LPA,0-2 years
3137,,Softskill Trainer,Itvedant Education Private Limited,Thane,₹  2 - 3 LPA,0-2 years
3138,,Business Development Executive,Beforest Lifestyle Solutions,Hyderabad,₹  2.5 - 3.5 LPA,0-2 years
3139,,Business Development Associate,Solutions Unlimited,Jajpur Road,₹  2.1 LPA,0-2 years
3140,,Business Development Executive,Haitech Medical Solutions,Mumbai,₹  2 - 2.2 LPA,0-2 years
3141,,Service Engineer,Sri Meenakshi Enterprises,Chennai,₹  2 - 2.4 LPA,0-2 years
3142,,Real Estate Sales,Outrent,Mumbai,₹  2 - 2.4 LPA,0-2 years
3143,,HR Recruiter,Truemindz,Gwalior,₹  2 - 2.5 LPA,0-2 years
3144,,Digital Ad Sale Executive,Korshine,Bandra,₹  2 - 3 LPA,0-2 years
3145,,Analyst - Customer Support,Finxera India Private Limited (Acquired By Priority Holdings),Chandigarh,₹  2.5 - 3.6 LPA,0-2 years
3146,,Junior Travel & Tourism Specialist,Dreams Holidays,Ahmedabad,₹  2 LPA,0-2 years
3147,,Software Engineer,NUM INDIA,Bangalore,₹  2.4 - 3.6 LPA,0-2 years
3148,,Digital Marketing Sales Representative,VR AR MR,Delhi,₹  2 - 4.2 LPA,0-2 years
3149,,Business Development Associate,BYJU's,Pune,₹  7.5 - 8.5 LPA,0-5 years
3150,,Web Developer,ArmsCorp,Bangalore,₹  3 - 4 LPA,0-2 years
3151,,Site Engineer,DesignIdeology,Bangalore,₹  2 - 2.1 LPA,0-2 years
3152,,Desktop Technician,ASMACS Skill Development Limited,Mumbai,₹  2 - 3 LPA,0-2 years
3153,,Customer Service Executive,Amanzi Logistics,Bhopal,₹  2 - 2.5 LPA,0-2 years
3154,,OFFICER - QUALITY ASSURANCE,Goodrich Gasket Private Limited,Chennai,₹  2 - 2.1 LPA,0-2 years
3155,,Business Development Executive,Trikolaa Tech,Mumbai,₹  2 - 4 LPA,0-2 years
3156,,Field Sales Executive,Cygnus Healthcare Specialities Private Limited,Mumbai,₹  2.05 LPA,0-2 years
3157,,Customer Support Executive,ShoppRe,Bangalore,₹  2.4 - 3 LPA,0-2 years
3158,,Business Development Associate,Select Source International Private Limited,Gurgaon,₹  2 - 2.4 LPA,0-2 years
3159,,IT Recruiter,APNC,Bangalore,₹  2 - 3 LPA,0-2 years
3160,,Pre-sales Executive,Codleo Consulting Pvt Ltd,Delhi,₹  2 - 2.5 LPA,0-2 years
3161,,Junior Video Editor,Horizon9 Advertising & Brand Consultants Limited,Delhi,₹  2 - 2.5 LPA,0-2 years
3162,,Junior Front End Developer,Vibe Internet Solutions Private Limited,Chandigarh,₹  2 - 3 LPA,0-2 years
3163,,Business Development Executive,Todini Metals And Chemicals India Private Limited,Ahmedabad,₹  2.5 - 3.5 LPA,0-2 years
3164,,Real Estate Sales Manager,Northpoint,Pune,₹  2.4 LPA,0-2 years
3165,,Content Writer,Fermion Infotech Private Limited,Navi Mumbai,₹  2 - 3 LPA,0-2 years
3166,,Customer Service Associate,Sutra Services Private Limited,Mumbai,₹  2 - 3 LPA,0-2 years
3167,,Business Writer & Content Creator,Nuclear Business Platform,Work from home,₹  2 - 4 LPA,0-2 years
3168,,Corporate Sales Executive,The Wedding Curator,Delhi,₹  2 - 2.4 LPA,0-2 years
3169,,Junior WordPress Developer,Fractal31 Private Limited,Ahmedabad,₹  2 LPA,0-2 years
3170,,Associate Content Writer,One Billion Stories,Ghaziabad,₹  2 - 3 LPA,0-2 years
3171,,Jr. Business Development Executive,SNV Services,Indore,₹  2 - 2.5 LPA,0-2 years
3172,,Telecaller,BM Education,Chandigarh,₹  2 - 4.5 LPA,0-2 years
